x1,y1,x2,y2,Class,image,Probability
183,113,506,367,133_4,06951.jpg,0.62522084
7,10,206,115,41_1,06952.jpg,0.9879943
268,440,953,820,39_8,06953.jpg,0.99579525
96,33,687,264,20_7,06954.jpg,0.9889742
47,91,491,286,142_7,06955.jpg,0.9610626
42,64,267,195,23_6,06956.jpg,0.99536526
44,57,506,390,137_1,06957.jpg,0.98295295
50,137,583,395,179_3,06958.jpg,0.99679464
13,136,626,380,80_4,06959.jpg,0.5558743
45,142,591,337,194_1,06960.jpg,0.93133074
185,40,1648,1065,147_6,06961.jpg,0.98409927
4,73,480,238,92_0,06962.jpg,0.9842168
69,99,582,368,109_1,06963.jpg,0.50269604
7,56,286,174,108_2,06964.jpg,0.8710309
30,106,599,340,184_7,06965.jpg,0.9830716
66,49,959,706,85_7,06966.jpg,0.6984773
10,102,451,360,113_2,06967.jpg,0.3289108
57,69,467,328,131_7,06968.jpg,0.9396257
99,147,712,516,21_1,06969.jpg,0.99814355
95,22,499,216,96_7,06970.jpg,0.6511122
65,83,420,305,71_8,06971.jpg,0.9139782
7,103,456,280,52_4,06972.jpg,0.55530554
167,196,1274,824,138_6,06973.jpg,0.97156155
52,46,487,247,3_4,06974.jpg,0.5100403
95,87,961,702,154_0,06975.jpg,0.9533452
5,6,397,185,82_1,06976.jpg,0.9829569
83,131,536,368,149_7,06977.jpg,0.9913191
41,105,973,606,87_1,06978.jpg,0.83162385
92,190,481,357,101_6,06979.jpg,0.98080575
91,197,949,606,167_0,06980.jpg,0.6108316
67,27,181,81,174_8,06981.jpg,0.7747737
88,122,1200,772,142_3,06982.jpg,0.6214412
82,270,1113,740,173_8,06983.jpg,0.98998636
33,97,413,245,15_0,06984.jpg,0.9972806
54,515,1220,884,80_7,06985.jpg,0.66041005
74,71,610,399,100_8,06986.jpg,0.7759889
19,88,390,228,135_0,06987.jpg,0.7506894
18,41,263,132,174_7,06988.jpg,0.7764716
11,48,1008,491,170_1,06989.jpg,0.99906534
128,179,665,534,149_0,06990.jpg,0.90948457
53,274,894,641,13_7,06991.jpg,0.92365783
39,47,177,118,136_6,06992.jpg,0.9743746
58,210,899,685,89_6,06993.jpg,0.9935906
11,16,324,203,44_7,06994.jpg,0.73394537
187,205,545,369,103_6,06995.jpg,0.9933148
12,37,255,176,92_0,06996.jpg,0.94519824
187,113,604,443,37_6,06997.jpg,0.8162168
54,26,603,455,175_0,06998.jpg,0.6531552
3,78,450,257,80_4,06999.jpg,0.90771115
22,21,252,174,177_0,07000.jpg,0.9982017
22,38,480,274,118_7,07001.jpg,0.90026087
6,28,297,157,18_2,07002.jpg,0.49422124
213,18,617,280,186_6,07003.jpg,0.97555953
41,130,475,361,155_7,07004.jpg,0.99561864
3,108,1333,887,11_5,07005.jpg,0.86045206
66,49,551,397,188_8,07006.jpg,0.98707485
110,69,647,416,130_5,07007.jpg,0.9795192
75,85,1178,780,12_1,07008.jpg,0.9947752
6,19,399,280,155_3,07009.jpg,0.90349114
118,112,485,351,120_2,07010.jpg,0.9591306
46,107,493,270,143_7,07011.jpg,0.9585278
36,52,553,320,96_6,07012.jpg,0.9854431
168,288,1125,704,167_0,07013.jpg,0.79995507
38,32,243,167,118_6,07014.jpg,0.90174854
37,50,609,402,133_2,07015.jpg,0.99895513
34,61,501,361,141_4,07016.jpg,0.62619525
12,52,391,231,51_6,07017.jpg,0.99646676
295,292,1234,892,173_4,07018.jpg,0.7123801
17,87,615,397,69_0,07019.jpg,0.9511028
346,293,1027,764,89_6,07020.jpg,0.9093768
21,48,579,480,95_7,07021.jpg,0.92163396
11,64,891,512,28_8,07022.jpg,0.94003433
1,35,180,156,116_7,07023.jpg,0.7803909
55,16,767,500,160_9,07024.jpg,0.7404108
52,25,751,507,1_6,07025.jpg,0.9755873
158,67,1147,759,196_7,07026.jpg,0.7247737
17,42,258,145,38_8,07027.jpg,0.90716547
17,89,557,310,18_2,07028.jpg,0.5802078
1,1,300,95,51_0,07029.jpg,0.99781656
102,291,975,872,97_5,07030.jpg,0.9946122
159,432,1462,896,28_5,07031.jpg,0.9950653
45,48,457,314,110_6,07032.jpg,0.9800286
30,31,440,190,139_6,07033.jpg,0.9799058
53,31,460,330,34_6,07034.jpg,0.83173233
22,89,921,629,75_6,07035.jpg,0.9940824
7,94,397,223,72_4,07036.jpg,0.75550413
43,97,591,397,181_7,07037.jpg,0.85122985
277,171,578,369,147_7,07038.jpg,0.909929
29,141,749,397,22_0,07039.jpg,0.998611
129,99,427,249,31_4,07040.jpg,0.6412882
152,139,432,309,117_8,07041.jpg,0.9843704
11,78,250,159,175_1,07042.jpg,0.99477816
3,227,637,452,102_6,07043.jpg,0.9973636
57,41,242,151,90_4,07044.jpg,0.81012064
32,49,445,302,30_8,07045.jpg,0.5433125
77,129,475,316,80_9,07046.jpg,0.92604876
14,18,284,223,71_8,07047.jpg,0.60660034
301,239,1239,607,11_5,07048.jpg,0.9092047
10,49,576,403,191_4,07049.jpg,0.47019142
29,444,1253,928,4_1,07050.jpg,0.9987382
69,30,832,582,35_7,07051.jpg,0.8631558
50,55,432,261,59_8,07052.jpg,0.9661195
49,34,190,109,16_6,07053.jpg,0.9805699
313,460,1399,1150,115_7,07054.jpg,0.9443131
59,62,1435,916,166_8,07055.jpg,0.9280154
34,134,883,546,35_7,07056.jpg,0.9129603
66,339,1756,1429,94_7,07057.jpg,0.47454736
202,181,1513,1120,48_4,07058.jpg,0.48640168
3,80,638,410,19_0,07059.jpg,0.9946906
207,201,533,374,105_8,07060.jpg,0.9889452
55,53,567,269,7_0,07061.jpg,0.9494608
6,74,471,320,118_0,07062.jpg,0.98702663
42,60,265,153,141_1,07063.jpg,0.75466084
30,24,232,164,86_6,07064.jpg,0.6031786
202,121,561,384,116_8,07065.jpg,0.5001355
27,207,597,392,194_1,07066.jpg,0.9946795
284,291,1247,732,194_5,07067.jpg,0.43944925
62,288,1215,686,57_8,07068.jpg,0.95945567
17,15,200,126,123_6,07069.jpg,0.9522463
107,71,293,216,78_3,07070.jpg,0.66057086
65,101,583,357,123_9,07071.jpg,0.99563557
18,77,600,393,127_8,07072.jpg,0.98603106
55,102,930,676,192_1,07073.jpg,0.5646509
33,33,605,376,78_8,07074.jpg,0.68202096
15,28,466,313,54_1,07075.jpg,0.32338625
2,34,128,81,17_8,07076.jpg,0.78984344
29,92,640,386,63_7,07077.jpg,0.9854489
9,214,971,631,140_7,07078.jpg,0.98546845
20,102,620,407,108_7,07079.jpg,0.9112954
491,252,904,437,152_3,07080.jpg,0.99824107
134,89,787,590,34_5,07081.jpg,0.6213572
21,103,459,249,45_7,07082.jpg,0.6943288
31,22,239,193,106_8,07083.jpg,0.827348
17,35,458,256,51_0,07084.jpg,0.97412676
9,21,473,293,68_0,07085.jpg,0.98604494
6,31,247,175,51_6,07086.jpg,0.99702674
54,128,564,420,86_7,07087.jpg,0.67002416
41,133,1007,748,147_0,07088.jpg,0.7823695
76,117,443,336,59_7,07089.jpg,0.9413464
8,53,462,252,15_4,07090.jpg,0.90371424
75,82,328,204,98_6,07091.jpg,0.99629813
16,13,600,408,191_1,07092.jpg,0.73347175
19,11,626,445,139_8,07093.jpg,0.9627807
6,22,259,165,156_8,07094.jpg,0.9346216
146,264,860,654,107_6,07095.jpg,0.9295186
47,60,530,344,163_4,07096.jpg,0.86546254
12,30,613,438,71_8,07097.jpg,0.92152184
17,67,632,416,107_4,07098.jpg,0.7342594
125,24,882,621,107_4,07099.jpg,0.67804515
33,170,587,374,157_7,07100.jpg,0.7904868
34,100,454,250,86_0,07101.jpg,0.8233902
22,111,559,383,185_7,07102.jpg,0.6349781
11,99,427,229,15_8,07103.jpg,0.99371755
41,79,593,355,78_7,07104.jpg,0.9347706
54,60,212,169,97_6,07105.jpg,0.5122221
59,85,572,411,159_0,07106.jpg,0.98711956
91,246,1499,947,97_1,07107.jpg,0.99705964
42,110,456,292,45_7,07108.jpg,0.6588697
31,93,774,531,40_0,07109.jpg,0.5726933
39,59,532,261,60_8,07110.jpg,0.4799967
5,88,500,257,126_7,07111.jpg,0.7546221
50,145,599,354,50_2,07112.jpg,0.3201706
59,57,625,457,168_0,07113.jpg,0.90903544
353,314,955,568,144_8,07114.jpg,0.9281907
53,60,224,152,22_6,07115.jpg,0.99509335
81,189,769,427,57_8,07116.jpg,0.98389894
15,93,417,288,117_8,07117.jpg,0.93508226
25,54,596,295,11_5,07118.jpg,0.9955206
39,149,600,445,33_5,07119.jpg,0.7915756
31,244,1447,946,81_7,07120.jpg,0.9547499
28,34,297,182,3_0,07121.jpg,0.9733882
9,220,1262,740,60_6,07122.jpg,0.98949105
95,39,322,230,78_7,07123.jpg,0.94416004
7,108,496,262,158_7,07124.jpg,0.5024951
109,196,1483,1087,166_2,07125.jpg,0.7592034
42,95,404,301,52_4,07126.jpg,0.85292023
36,38,466,201,159_7,07127.jpg,0.6238443
71,115,597,309,104_6,07128.jpg,0.99801195
24,83,253,176,155_1,07129.jpg,0.9979087
19,41,375,241,16_7,07130.jpg,0.5843783
38,14,225,160,33_6,07131.jpg,0.9592846
653,379,1373,833,46_0,07132.jpg,0.839626
39,168,590,346,173_1,07133.jpg,0.9900379
42,111,603,367,32_7,07134.jpg,0.8255582
22,38,297,185,158_8,07135.jpg,0.8975106
18,68,579,342,184_1,07136.jpg,0.51092243
32,40,247,172,118_4,07137.jpg,0.6523274
1,50,299,173,68_0,07138.jpg,0.988953
1,20,625,384,64_8,07139.jpg,0.94140095
257,445,1145,808,162_7,07140.jpg,0.710363
4,50,800,404,160_5,07141.jpg,0.9911896
32,84,569,364,19_8,07142.jpg,0.8661378
12,78,741,424,114_8,07143.jpg,0.95234156
28,8,498,342,27_6,07144.jpg,0.9801159
30,102,607,446,149_6,07145.jpg,0.93473005
39,47,238,155,29_2,07146.jpg,0.95295453
55,160,963,663,192_8,07147.jpg,0.9907947
8,50,475,329,111_6,07148.jpg,0.9898247
31,21,588,423,178_8,07149.jpg,0.99748224
25,77,431,300,62_6,07150.jpg,0.96121657
36,60,539,266,176_7,07151.jpg,0.92335206
39,160,1019,671,64_8,07152.jpg,0.98368824
25,117,414,251,119_3,07153.jpg,0.50022006
167,54,1066,720,40_0,07154.jpg,0.67814416
29,88,1457,681,28_5,07155.jpg,0.84041303
38,30,197,163,108_6,07156.jpg,0.985239
45,131,276,259,42_7,07157.jpg,0.8552834
68,52,661,349,111_8,07158.jpg,0.90449667
168,376,1929,1098,110_8,07159.jpg,0.8813008
55,62,607,402,169_8,07160.jpg,0.98946697
38,194,1175,953,66_6,07161.jpg,0.98462784
5,8,199,109,108_2,07162.jpg,0.99726856
134,62,910,652,104_1,07163.jpg,0.6425284
45,64,940,671,154_3,07164.jpg,0.69901013
14,63,419,297,60_7,07165.jpg,0.95517147
39,79,561,410,73_7,07166.jpg,0.6570777
468,144,789,352,58_1,07167.jpg,0.9685269
166,247,1480,982,42_7,07168.jpg,0.9713444
49,113,463,280,7_7,07169.jpg,0.91868746
8,37,639,474,85_7,07170.jpg,0.65619385
282,154,592,336,6_9,07171.jpg,0.9995845
317,71,1242,937,182_7,07172.jpg,0.94169396
55,214,714,447,29_5,07173.jpg,0.6227268
63,66,566,299,6_9,07174.jpg,0.99886334
283,298,1405,979,3_8,07175.jpg,0.995069
65,149,766,454,165_8,07176.jpg,0.99138993
90,95,1153,691,193_2,07177.jpg,0.47237828
102,210,601,419,127_4,07178.jpg,0.90609825
71,87,591,380,133_2,07179.jpg,0.80073804
78,126,965,721,167_4,07180.jpg,0.7252327
9,68,298,227,136_7,07181.jpg,0.91599107
17,52,284,156,92_7,07182.jpg,0.8902348
14,25,467,283,122_7,07183.jpg,0.9557721
3,65,233,171,189_4,07184.jpg,0.8083106
156,143,699,386,151_5,07185.jpg,0.56490546
141,243,913,498,66_6,07186.jpg,0.82676125
151,157,865,688,34_8,07187.jpg,0.7791406
24,125,384,259,135_6,07188.jpg,0.983752
30,175,376,307,133_1,07189.jpg,0.6365327
110,185,832,608,80_0,07190.jpg,0.92996323
62,176,400,330,4_0,07191.jpg,0.9373555
72,125,595,360,65_0,07192.jpg,0.99599165
542,749,3860,2657,36_0,07193.jpg,0.89963704
46,126,208,184,54_7,07194.jpg,0.9012419
5,2,216,74,18_2,07195.jpg,0.47110635
29,203,637,450,51_6,07196.jpg,0.9934797
8,51,254,140,108_6,07197.jpg,0.9082322
17,34,285,171,104_6,07198.jpg,0.99876416
63,63,366,213,152_3,07199.jpg,0.99846625
14,64,1013,733,147_7,07200.jpg,0.83475
98,114,481,367,133_4,07201.jpg,0.8279661
217,280,1812,1179,196_5,07202.jpg,0.6035827
5,109,468,292,153_9,07203.jpg,0.99884725
100,74,870,596,180_7,07204.jpg,0.7279527
22,43,261,160,72_4,07205.jpg,0.8780434
6,93,281,186,12_7,07206.jpg,0.9472537
76,15,353,216,142_0,07207.jpg,0.85736287
86,114,567,391,133_7,07208.jpg,0.6826963
15,20,258,178,97_7,07209.jpg,0.741576
69,71,249,164,174_8,07210.jpg,0.9579841
10,86,584,401,138_0,07211.jpg,0.8155283
43,87,978,683,75_8,07212.jpg,0.8722243
68,18,713,439,18_3,07213.jpg,0.67922556
2,50,617,488,4_7,07214.jpg,0.93209076
92,185,398,346,135_8,07215.jpg,0.9604984
3,30,217,141,83_7,07216.jpg,0.90019476
59,291,1005,709,164_0,07217.jpg,0.96477306
75,158,956,588,149_0,07218.jpg,0.9994529
27,126,628,417,101_6,07219.jpg,0.84071463
14,158,982,708,164_8,07220.jpg,0.98892784
634,364,1783,907,104_6,07221.jpg,0.9986676
50,78,579,372,109_7,07222.jpg,0.6318396
55,71,883,607,149_7,07223.jpg,0.97284466
58,50,289,187,109_4,07224.jpg,0.5597869
120,105,1211,766,168_1,07225.jpg,0.74993116
51,61,595,357,85_2,07226.jpg,0.7020189
95,67,663,370,145_6,07227.jpg,0.93510425
20,43,490,294,34_0,07228.jpg,0.6051271
86,118,851,568,89_4,07229.jpg,0.5873121
8,24,259,166,129_0,07230.jpg,0.98687834
49,325,1261,1081,173_1,07231.jpg,0.9975159
8,56,399,268,46_8,07232.jpg,0.98982155
156,97,902,511,47_7,07233.jpg,0.6066877
23,51,577,383,169_6,07234.jpg,0.8610953
105,147,575,331,64_8,07235.jpg,0.98357254
12,48,481,366,47_7,07236.jpg,0.9463856
91,95,607,428,64_8,07237.jpg,0.9528195
9,7,293,196,48_7,07238.jpg,0.9533378
324,334,1115,772,112_5,07239.jpg,0.6416608
16,51,474,275,115_0,07240.jpg,0.9333293
277,513,1160,833,12_9,07241.jpg,0.996974
60,240,1201,656,92_6,07242.jpg,0.9307703
42,96,443,291,100_8,07243.jpg,0.57123846
100,58,510,294,94_4,07244.jpg,0.41047013
8,28,253,178,74_4,07245.jpg,0.50626415
108,44,562,353,169_8,07246.jpg,0.9602996
13,129,593,480,83_1,07247.jpg,0.9857799
67,111,596,438,94_7,07248.jpg,0.9951616
47,74,581,425,89_6,07249.jpg,0.9673725
41,128,915,577,133_7,07250.jpg,0.98181087
75,198,816,627,167_1,07251.jpg,0.9989478
16,62,470,253,31_7,07252.jpg,0.88196516
83,85,567,429,99_0,07253.jpg,0.97814435
278,313,1356,852,66_8,07254.jpg,0.9926448
54,153,748,477,159_1,07255.jpg,0.9646422
13,67,219,177,69_8,07256.jpg,0.5077189
24,17,236,183,65_5,07257.jpg,0.854897
52,122,552,365,24_0,07258.jpg,0.9883731
61,224,953,582,188_7,07259.jpg,0.9430908
35,57,239,183,90_6,07260.jpg,0.9837436
20,13,416,257,62_4,07261.jpg,0.47131842
16,1,271,182,28_8,07262.jpg,0.9583757
36,56,620,433,32_0,07263.jpg,0.85177237
33,63,612,434,81_4,07264.jpg,0.48244828
128,241,1248,636,56_8,07265.jpg,0.9863506
18,39,247,164,121_6,07266.jpg,0.66747767
25,89,603,480,81_7,07267.jpg,0.9403291
12,95,612,324,135_6,07268.jpg,0.9841797
79,109,554,360,30_4,07269.jpg,0.9350437
1,2,259,190,107_7,07270.jpg,0.7140006
1,77,480,275,124_3,07271.jpg,0.93720543
40,29,567,368,176_0,07272.jpg,0.81998205
22,23,376,244,16_2,07273.jpg,0.66735077
9,42,632,456,146_0,07274.jpg,0.5034215
19,211,1525,893,191_2,07275.jpg,0.46470276
21,55,444,320,59_4,07276.jpg,0.67556286
70,127,379,264,39_8,07277.jpg,0.8908096
34,68,232,145,8_7,07278.jpg,0.7930213
1,13,113,83,1_6,07279.jpg,0.63509816
31,8,616,301,187_8,07280.jpg,0.9948719
227,308,1135,633,150_4,07281.jpg,0.97435874
72,68,544,272,169_7,07282.jpg,0.95936865
108,95,621,392,82_7,07283.jpg,0.8674531
13,1,629,480,127_4,07284.jpg,0.5465718
26,143,496,352,41_0,07285.jpg,0.7359749
13,63,305,179,35_7,07286.jpg,0.7315022
84,155,890,644,132_7,07287.jpg,0.96537316
27,62,519,298,186_2,07288.jpg,0.8926257
62,57,575,435,168_8,07289.jpg,0.6253166
15,111,271,272,1_2,07290.jpg,0.5716117
31,31,1543,1018,99_0,07291.jpg,0.82787174
26,53,474,293,33_2,07292.jpg,0.68224627
66,160,878,654,147_2,07293.jpg,0.62442875
150,486,2007,1887,146_3,07294.jpg,0.9995359
376,206,955,540,23_1,07295.jpg,0.9894834
53,1,396,347,45_7,07296.jpg,0.8552236
1,78,638,399,89_7,07297.jpg,0.99555165
28,144,464,356,117_7,07298.jpg,0.6100929
30,89,997,717,132_8,07299.jpg,0.85149497
61,206,996,621,122_6,07300.jpg,0.99575436
88,172,971,718,183_5,07301.jpg,0.92227495
91,301,1013,656,63_8,07302.jpg,0.9114762
23,102,623,440,125_8,07303.jpg,0.9947491
29,1,491,381,180_7,07304.jpg,0.55754775
3,10,602,385,176_7,07305.jpg,0.66656446
24,21,575,317,178_6,07306.jpg,0.97622585
35,119,874,538,12_1,07307.jpg,0.9637526
25,40,269,209,32_4,07308.jpg,0.5551151
141,144,686,365,142_3,07309.jpg,0.9979519
26,30,271,111,80_0,07310.jpg,0.96775
10,1,292,213,32_2,07311.jpg,0.6491516
3,31,299,180,19_6,07312.jpg,0.99615073
49,61,574,349,19_8,07313.jpg,0.77968836
68,96,583,372,165_4,07314.jpg,0.5396064
8,5,204,117,123_6,07315.jpg,0.98609585
14,41,244,146,125_1,07316.jpg,0.97750515
8,73,416,284,95_7,07317.jpg,0.96043694
112,162,846,617,147_8,07318.jpg,0.6157989
33,87,470,296,137_7,07319.jpg,0.55107814
80,38,546,315,76_4,07320.jpg,0.4802613
44,102,426,311,69_8,07321.jpg,0.8906108
96,146,570,354,126_2,07322.jpg,0.9965783
21,1,277,196,134_6,07323.jpg,0.9966312
129,173,926,561,140_8,07324.jpg,0.8669877
22,154,358,319,60_6,07325.jpg,0.9542396
207,387,1446,835,78_7,07326.jpg,0.80144924
36,38,617,449,117_1,07327.jpg,0.99849474
12,151,615,362,74_6,07328.jpg,0.98525673
10,21,289,170,134_6,07329.jpg,0.99883205
143,541,3812,2094,140_2,07330.jpg,0.9947359
55,144,583,354,95_7,07331.jpg,0.9783919
34,72,919,554,94_6,07332.jpg,0.9711661
47,179,593,436,171_0,07333.jpg,0.47826058
132,282,768,581,79_0,07334.jpg,0.99559116
12,44,288,165,160_5,07335.jpg,0.9727653
62,3,513,419,135_7,07336.jpg,0.95183885
32,17,349,143,143_7,07337.jpg,0.95742255
152,377,1087,803,47_7,07338.jpg,0.797798
106,187,509,406,24_0,07339.jpg,0.87652177
80,164,678,389,11_5,07340.jpg,0.9728549
56,6,595,469,50_6,07341.jpg,0.85887754
36,24,226,172,88_8,07342.jpg,0.9565066
13,30,135,100,174_8,07343.jpg,0.73875636
31,117,566,455,95_0,07344.jpg,0.5136377
22,79,558,356,190_8,07345.jpg,0.9871977
13,115,787,440,3_7,07346.jpg,0.6131905
6,12,86,49,123_8,07347.jpg,0.9686988
187,270,1103,735,140_7,07348.jpg,0.666124
62,43,465,296,62_7,07349.jpg,0.7316732
24,48,646,337,128_1,07350.jpg,0.9994466
49,322,925,646,7_7,07351.jpg,0.8852772
80,116,1200,775,142_7,07352.jpg,0.7748591
45,34,706,392,43_7,07353.jpg,0.45905894
34,36,622,305,36_4,07354.jpg,0.7368668
11,44,463,319,85_6,07355.jpg,0.97891563
34,89,568,350,174_8,07356.jpg,0.95392615
274,312,668,479,138_7,07357.jpg,0.944618
26,127,617,356,187_8,07358.jpg,0.99061817
10,67,599,303,163_7,07359.jpg,0.81325954
296,398,1588,995,192_6,07360.jpg,0.99857163
15,131,692,380,74_1,07361.jpg,0.6689145
342,148,1405,951,151_4,07362.jpg,0.61772376
31,31,561,324,33_7,07363.jpg,0.788067
71,145,629,460,4_0,07364.jpg,0.98939615
140,102,537,361,157_7,07365.jpg,0.81608313
11,27,289,141,35_7,07366.jpg,0.9494848
2,22,243,91,151_6,07367.jpg,0.9748446
29,26,1260,778,137_7,07368.jpg,0.8141295
61,47,500,320,195_0,07369.jpg,0.9951383
29,82,473,297,93_8,07370.jpg,0.83327264
34,36,954,573,84_6,07371.jpg,0.94121236
93,108,519,332,178_8,07372.jpg,0.93119097
45,39,419,272,193_5,07373.jpg,0.9731573
8,5,602,322,158_8,07374.jpg,0.9748716
15,47,254,192,188_8,07375.jpg,0.9320159
63,105,564,387,180_5,07376.jpg,0.9972083
26,50,253,146,14_1,07377.jpg,0.9628524
11,45,354,226,85_3,07378.jpg,0.94302136
20,129,431,277,66_6,07379.jpg,0.82544535
84,20,961,731,86_1,07380.jpg,0.9607587
6,59,447,310,84_6,07381.jpg,0.97626954
18,119,612,390,142_4,07382.jpg,0.579122
27,108,269,196,18_2,07384.jpg,0.36720902
69,41,477,282,42_5,07385.jpg,0.81263876
178,790,3061,2333,10_0,07386.jpg,0.41359475
80,89,558,392,75_8,07387.jpg,0.8527188
90,222,852,583,59_6,07388.jpg,0.9887833
56,89,717,519,32_2,07389.jpg,0.46377367
27,44,485,304,110_6,07390.jpg,0.9971806
21,36,319,198,146_7,07391.jpg,0.89115465
147,202,1066,629,3_0,07392.jpg,0.8225223
55,140,579,387,187_6,07393.jpg,0.9958774
17,78,249,175,109_2,07394.jpg,0.78318596
11,13,252,149,74_8,07395.jpg,0.771236
4,36,264,169,44_4,07396.jpg,0.7485776
14,31,286,192,83_6,07397.jpg,0.791611
73,53,618,395,120_0,07398.jpg,0.9423695
26,55,559,375,172_1,07399.jpg,0.5302628
130,70,1169,806,182_7,07400.jpg,0.46162504
58,133,589,344,151_5,07401.jpg,0.512229
76,204,524,397,193_9,07402.jpg,0.9614748
127,148,1444,931,182_0,07403.jpg,0.9933728
214,224,1000,629,194_6,07404.jpg,0.9906131
37,379,1579,1180,56_0,07405.jpg,0.8350425
15,75,640,398,70_6,07406.jpg,0.9698747
149,102,892,508,33_5,07407.jpg,0.836122
88,111,321,222,15_7,07408.jpg,0.52592045
82,123,573,371,168_1,07409.jpg,0.974795
24,45,262,179,188_7,07410.jpg,0.9421142
62,183,589,365,79_0,07411.jpg,0.9908438
21,4,495,341,99_0,07412.jpg,0.9318514
31,62,621,414,195_7,07413.jpg,0.94178617
17,27,382,181,181_7,07414.jpg,0.7363053
25,79,287,188,121_7,07415.jpg,0.9122962
27,272,627,462,79_7,07416.jpg,0.9046105
7,54,493,236,33_3,07417.jpg,0.5701987
49,493,1537,1033,127_7,07418.jpg,0.6092631
14,128,479,331,59_6,07419.jpg,0.95185363
329,224,1351,931,132_8,07420.jpg,0.7480228
103,262,604,445,168_1,07421.jpg,0.9987594
24,74,559,364,120_0,07422.jpg,0.99806136
16,142,384,292,14_8,07423.jpg,0.90989244
22,25,454,304,186_7,07424.jpg,0.9573016
20,31,492,306,57_8,07425.jpg,0.86758065
27,27,249,153,53_0,07426.jpg,0.9932668
69,178,747,495,117_6,07427.jpg,0.9652987
17,26,558,448,131_8,07428.jpg,0.6854163
74,299,973,744,81_8,07429.jpg,0.90403825
226,1,668,376,94_0,07430.jpg,0.962104
58,325,1238,688,55_9,07431.jpg,0.99920374
47,145,946,585,67_7,07432.jpg,0.9761094
61,103,546,425,41_4,07433.jpg,0.6064918
55,64,563,409,133_7,07434.jpg,0.97008836
10,33,340,135,185_7,07435.jpg,0.86792535
25,9,276,194,131_0,07436.jpg,0.9450714
8,12,478,234,66_9,07437.jpg,0.99975246
62,236,916,675,172_3,07438.jpg,0.9958639
45,58,460,216,12_9,07439.jpg,0.99915075
11,64,424,254,51_8,07440.jpg,0.8461115
110,142,718,449,193_8,07441.jpg,0.9800581
30,132,1015,658,86_6,07442.jpg,0.98872375
60,72,523,315,129_8,07443.jpg,0.630442
25,44,444,238,171_1,07444.jpg,0.98867583
69,8,432,325,4_6,07445.jpg,0.98382485
42,70,556,338,117_7,07446.jpg,0.9783449
48,31,226,164,95_6,07447.jpg,0.75784683
61,132,898,711,172_3,07448.jpg,0.9993728
32,236,1245,551,150_4,07449.jpg,0.9849889
20,45,252,153,5_8,07450.jpg,0.9820838
189,224,1115,623,45_8,07451.jpg,0.99406993
51,18,419,306,196_7,07452.jpg,0.7481441
20,13,247,187,84_6,07453.jpg,0.89227754
22,52,451,235,193_7,07454.jpg,0.9686604
121,87,465,278,196_8,07455.jpg,0.9387392
4,180,1258,831,172_3,07456.jpg,0.9991698
93,60,567,390,191_6,07457.jpg,0.39840913
13,33,607,423,43_0,07458.jpg,0.98184466
36,147,316,245,134_7,07459.jpg,0.8444537
44,332,1256,795,112_6,07460.jpg,0.96201146
33,310,387,529,176_8,07461.jpg,0.85755664
14,112,457,360,113_8,07462.jpg,0.5595581
18,69,485,260,4_7,07463.jpg,0.63792324
43,50,137,107,107_8,07464.jpg,0.97752017
67,44,523,393,94_4,07465.jpg,0.8025692
9,55,580,366,104_4,07466.jpg,0.98821545
2,15,160,92,152_3,07467.jpg,0.99984133
9,174,678,388,16_2,07468.jpg,0.86299914
3,13,76,52,57_8,07469.jpg,0.9872709
42,193,605,476,139_8,07470.jpg,0.92233485
2,1,400,248,9_8,07471.jpg,0.97954327
133,202,1005,722,65_5,07472.jpg,0.98650646
248,255,1291,804,151_8,07473.jpg,0.9967405
26,182,579,391,85_1,07474.jpg,0.8789275
24,32,260,202,109_2,07475.jpg,0.99564123
9,73,342,219,160_5,07476.jpg,0.99625754
4,34,251,175,189_7,07477.jpg,0.9699551
25,110,614,369,83_7,07478.jpg,0.64697003
48,78,593,373,56_4,07479.jpg,0.49222916
14,28,290,215,37_2,07480.jpg,0.9952254
17,100,692,467,73_7,07481.jpg,0.9137391
44,33,268,167,98_8,07482.jpg,0.92920744
43,160,774,541,6_9,07483.jpg,0.9996811
19,65,263,156,56_1,07484.jpg,0.99977666
80,89,555,403,89_0,07485.jpg,0.97394663
259,80,723,407,140_1,07486.jpg,0.84452045
20,48,385,283,1_3,07487.jpg,0.99385226
35,179,522,378,97_4,07488.jpg,0.8991974
108,222,554,446,172_3,07489.jpg,0.65758735
31,20,229,133,53_0,07490.jpg,0.999308
54,4,220,165,45_8,07491.jpg,0.98573667
69,160,971,666,182_6,07492.jpg,0.99649054
16,64,300,209,18_6,07493.jpg,0.9884393
299,285,988,542,167_1,07494.jpg,0.5791234
48,170,589,404,44_8,07495.jpg,0.9947878
22,57,155,120,16_8,07496.jpg,0.620414
4,25,270,165,80_4,07497.jpg,0.9545362
101,63,607,451,64_8,07498.jpg,0.94237685
26,80,607,361,60_4,07499.jpg,0.64212877
20,27,613,413,196_6,07500.jpg,0.8840792
32,56,515,323,26_7,07501.jpg,0.80209565
28,235,1022,583,79_6,07502.jpg,0.9826386
25,134,618,427,23_0,07503.jpg,0.9829769
98,123,641,425,145_6,07504.jpg,0.958638
33,109,604,417,163_0,07505.jpg,0.84297377
18,128,607,398,177_0,07506.jpg,0.96342987
70,364,1519,1105,165_8,07507.jpg,0.98041844
